item_id,style_src,style_tgt,split,X_path,Z_path,Y_path
train_004841,style_001015,style_000900,train,rolls/style_000900/train_004841_X.npz,rolls/style_000900/train_004841_Z.npz,rolls/style_000900/train_004841_Y.npz
train_004842,style_000287,style_001088,train,rolls/style_001088/train_004842_X.npz,rolls/style_001088/train_004842_Z.npz,rolls/style_001088/train_004842_Y.npz
train_004843,style_000663,style_001088,train,rolls/style_001088/train_004843_X.npz,rolls/style_001088/train_004843_Z.npz,rolls/style_001088/train_004843_Y.npz
train_004844,style_000278,style_002153,train,rolls/style_002153/train_004844_X.npz,rolls/style_002153/train_004844_Z.npz,rolls/style_002153/train_004844_Y.npz
train_004845,style_002654,style_002153,train,rolls/style_002153/train_004845_X.npz,rolls/style_002153/train_004845_Z.npz,rolls/style_002153/train_004845_Y.npz
train_004846,style_000134,style_002412,train,rolls/style_002412/train_004846_X.npz,rolls/style_002412/train_004846_Z.npz,rolls/style_002412/train_004846_Y.npz
train_004847,style_001406,style_002412,train,rolls/style_002412/train_004847_X.npz,rolls/style_002412/train_004847_Z.npz,rolls/style_002412/train_004847_Y.npz
train_004848,style_000406,style_000266,train,rolls/style_000266/train_004848_X.npz,rolls/style_000266/train_004848_Z.npz,rolls/style_000266/train_004848_Y.npz
train_004849,style_001807,style_000266,train,rolls/style_000266/train_004849_X.npz,rolls/style_000266/train_004849_Z.npz,rolls/style_000266/train_004849_Y.npz
train_004850,style_002154,style_000145,train,rolls/style_000145/train_004850_X.npz,rolls/style_000145/train_004850_Z.npz,rolls/style_000145/train_004850_Y.npz
train_004851,style_000454,style_000145,train,rolls/style_000145/train_004851_X.npz,rolls/style_000145/train_004851_Z.npz,rolls/style_000145/train_004851_Y.npz
train_004852,style_001149,style_001501,train,rolls/style_001501/train_004852_X.npz,rolls/style_001501/train_004852_Z.npz,rolls/style_001501/train_004852_Y.npz
train_004853,style_001508,style_001501,train,rolls/style_001501/train_004853_X.npz,rolls/style_001501/train_004853_Z.npz,rolls/style_001501/train_004853_Y.npz
train_004854,style_000326,style_001478,train,rolls/style_001478/train_004854_X.npz,rolls/style_001478/train_004854_Z.npz,rolls/style_001478/train_004854_Y.npz
train_004855,style_001477,style_001478,train,rolls/style_001478/train_004855_X.npz,rolls/style_001478/train_004855_Z.npz,rolls/style_001478/train_004855_Y.npz
train_004856,style_001162,style_002259,train,rolls/style_002259/train_004856_X.npz,rolls/style_002259/train_004856_Z.npz,rolls/style_002259/train_004856_Y.npz
train_004857,style_002616,style_002259,train,rolls/style_002259/train_004857_X.npz,rolls/style_002259/train_004857_Z.npz,rolls/style_002259/train_004857_Y.npz
train_004858,style_001607,style_000615,train,rolls/style_000615/train_004858_X.npz,rolls/style_000615/train_004858_Z.npz,rolls/style_000615/train_004858_Y.npz
train_004859,style_002691,style_000615,train,rolls/style_000615/train_004859_X.npz,rolls/style_000615/train_004859_Z.npz,rolls/style_000615/train_004859_Y.npz
train_004860,style_002816,style_001857,train,rolls/style_001857/train_004860_X.npz,rolls/style_001857/train_004860_Z.npz,rolls/style_001857/train_004860_Y.npz
train_004861,style_000281,style_001857,train,rolls/style_001857/train_004861_X.npz,rolls/style_001857/train_004861_Z.npz,rolls/style_001857/train_004861_Y.npz
train_004862,style_000901,style_000245,train,rolls/style_000245/train_004862_X.npz,rolls/style_000245/train_004862_Z.npz,rolls/style_000245/train_004862_Y.npz
train_004863,style_000933,style_000245,train,rolls/style_000245/train_004863_X.npz,rolls/style_000245/train_004863_Z.npz,rolls/style_000245/train_004863_Y.npz
train_004864,style_002588,style_002162,train,rolls/style_002162/train_004864_X.npz,rolls/style_002162/train_004864_Z.npz,rolls/style_002162/train_004864_Y.npz
train_004865,style_002306,style_002162,train,rolls/style_002162/train_004865_X.npz,rolls/style_002162/train_004865_Z.npz,rolls/style_002162/train_004865_Y.npz
train_004866,style_000934,style_000336,train,rolls/style_000336/train_004866_X.npz,rolls/style_000336/train_004866_Z.npz,rolls/style_000336/train_004866_Y.npz
train_004867,style_002466,style_000336,train,rolls/style_000336/train_004867_X.npz,rolls/style_000336/train_004867_Z.npz,rolls/style_000336/train_004867_Y.npz
train_004868,style_001394,style_001396,train,rolls/style_001396/train_004868_X.npz,rolls/style_001396/train_004868_Z.npz,rolls/style_001396/train_004868_Y.npz
train_004869,style_000460,style_001396,train,rolls/style_001396/train_004869_X.npz,rolls/style_001396/train_004869_Z.npz,rolls/style_001396/train_004869_Y.npz
train_004870,style_001546,style_001468,train,rolls/style_001468/train_004870_X.npz,rolls/style_001468/train_004870_Z.npz,rolls/style_001468/train_004870_Y.npz
train_004871,style_000171,style_001468,train,rolls/style_001468/train_004871_X.npz,rolls/style_001468/train_004871_Z.npz,rolls/style_001468/train_004871_Y.npz
train_004872,style_002137,style_000238,train,rolls/style_000238/train_004872_X.npz,rolls/style_000238/train_004872_Z.npz,rolls/style_000238/train_004872_Y.npz
train_004873,style_000969,style_000238,train,rolls/style_000238/train_004873_X.npz,rolls/style_000238/train_004873_Z.npz,rolls/style_000238/train_004873_Y.npz
train_004874,style_001539,style_000585,train,rolls/style_000585/train_004874_X.npz,rolls/style_000585/train_004874_Z.npz,rolls/style_000585/train_004874_Y.npz
train_004875,style_002403,style_000585,train,rolls/style_000585/train_004875_X.npz,rolls/style_000585/train_004875_Z.npz,rolls/style_000585/train_004875_Y.npz
train_004876,style_000334,style_001445,train,rolls/style_001445/train_004876_X.npz,rolls/style_001445/train_004876_Z.npz,rolls/style_001445/train_004876_Y.npz
train_004877,style_000358,style_001445,train,rolls/style_001445/train_004877_X.npz,rolls/style_001445/train_004877_Z.npz,rolls/style_001445/train_004877_Y.npz
train_004878,style_000537,style_002654,train,rolls/style_002654/train_004878_X.npz,rolls/style_002654/train_004878_Z.npz,rolls/style_002654/train_004878_Y.npz
train_004879,style_002663,style_002654,train,rolls/style_002654/train_004879_X.npz,rolls/style_002654/train_004879_Z.npz,rolls/style_002654/train_004879_Y.npz
train_004880,style_001512,style_001708,train,rolls/style_001708/train_004880_X.npz,rolls/style_001708/train_004880_Z.npz,rolls/style_001708/train_004880_Y.npz
train_004881,style_002647,style_001708,train,rolls/style_001708/train_004881_X.npz,rolls/style_001708/train_004881_Z.npz,rolls/style_001708/train_004881_Y.npz
train_004882,style_002803,style_001552,train,rolls/style_001552/train_004882_X.npz,rolls/style_001552/train_004882_Z.npz,rolls/style_001552/train_004882_Y.npz
train_004883,style_001034,style_001552,train,rolls/style_001552/train_004883_X.npz,rolls/style_001552/train_004883_Z.npz,rolls/style_001552/train_004883_Y.npz
train_004884,style_000999,style_001019,train,rolls/style_001019/train_004884_X.npz,rolls/style_001019/train_004884_Z.npz,rolls/style_001019/train_004884_Y.npz
train_004885,style_000878,style_001019,train,rolls/style_001019/train_004885_X.npz,rolls/style_001019/train_004885_Z.npz,rolls/style_001019/train_004885_Y.npz
train_004886,style_001744,style_002839,train,rolls/style_002839/train_004886_X.npz,rolls/style_002839/train_004886_Z.npz,rolls/style_002839/train_004886_Y.npz
train_004887,style_000426,style_002839,train,rolls/style_002839/train_004887_X.npz,rolls/style_002839/train_004887_Z.npz,rolls/style_002839/train_004887_Y.npz
train_004888,style_002104,style_002151,train,rolls/style_002151/train_004888_X.npz,rolls/style_002151/train_004888_Z.npz,rolls/style_002151/train_004888_Y.npz
train_004889,style_001857,style_001681,train,rolls/style_001681/train_004889_X.npz,rolls/style_001681/train_004889_Z.npz,rolls/style_001681/train_004889_Y.npz
train_004890,style_000888,style_001681,train,rolls/style_001681/train_004890_X.npz,rolls/style_001681/train_004890_Z.npz,rolls/style_001681/train_004890_Y.npz
train_004891,style_002825,style_001092,train,rolls/style_001092/train_004891_X.npz,rolls/style_001092/train_004891_Z.npz,rolls/style_001092/train_004891_Y.npz
train_004892,style_002442,style_001092,train,rolls/style_001092/train_004892_X.npz,rolls/style_001092/train_004892_Z.npz,rolls/style_001092/train_004892_Y.npz
train_004893,style_000772,style_001711,train,rolls/style_001711/train_004893_X.npz,rolls/style_001711/train_004893_Z.npz,rolls/style_001711/train_004893_Y.npz
train_004894,style_001487,style_001711,train,rolls/style_001711/train_004894_X.npz,rolls/style_001711/train_004894_Z.npz,rolls/style_001711/train_004894_Y.npz
train_004895,style_000898,style_000385,train,rolls/style_000385/train_004895_X.npz,rolls/style_000385/train_004895_Z.npz,rolls/style_000385/train_004895_Y.npz
train_004896,style_002270,style_000385,train,rolls/style_000385/train_004896_X.npz,rolls/style_000385/train_004896_Z.npz,rolls/style_000385/train_004896_Y.npz
train_004897,style_000511,style_002394,train,rolls/style_002394/train_004897_X.npz,rolls/style_002394/train_004897_Z.npz,rolls/style_002394/train_004897_Y.npz
train_004898,style_001230,style_002394,train,rolls/style_002394/train_004898_X.npz,rolls/style_002394/train_004898_Z.npz,rolls/style_002394/train_004898_Y.npz
train_004899,style_001197,style_000200,train,rolls/style_000200/train_004899_X.npz,rolls/style_000200/train_004899_Z.npz,rolls/style_000200/train_004899_Y.npz
train_004900,style_002731,style_000200,train,rolls/style_000200/train_004900_X.npz,rolls/style_000200/train_004900_Z.npz,rolls/style_000200/train_004900_Y.npz
train_004901,style_001971,style_001452,train,rolls/style_001452/train_004901_X.npz,rolls/style_001452/train_004901_Z.npz,rolls/style_001452/train_004901_Y.npz
train_004902,style_002864,style_001452,train,rolls/style_001452/train_004902_X.npz,rolls/style_001452/train_004902_Z.npz,rolls/style_001452/train_004902_Y.npz
train_004903,style_000159,style_001999,train,rolls/style_001999/train_004903_X.npz,rolls/style_001999/train_004903_Z.npz,rolls/style_001999/train_004903_Y.npz
train_004904,style_001841,style_001999,train,rolls/style_001999/train_004904_X.npz,rolls/style_001999/train_004904_Z.npz,rolls/style_001999/train_004904_Y.npz
train_004905,style_001133,style_000620,train,rolls/style_000620/train_004905_X.npz,rolls/style_000620/train_004905_Z.npz,rolls/style_000620/train_004905_Y.npz
train_004906,style_001261,style_000620,train,rolls/style_000620/train_004906_X.npz,rolls/style_000620/train_004906_Z.npz,rolls/style_000620/train_004906_Y.npz
train_004907,style_001200,style_002022,train,rolls/style_002022/train_004907_X.npz,rolls/style_002022/train_004907_Z.npz,rolls/style_002022/train_004907_Y.npz
train_004908,style_000538,style_002022,train,rolls/style_002022/train_004908_X.npz,rolls/style_002022/train_004908_Z.npz,rolls/style_002022/train_004908_Y.npz
train_004909,style_001790,style_002132,train,rolls/style_002132/train_004909_X.npz,rolls/style_002132/train_004909_Z.npz,rolls/style_002132/train_004909_Y.npz
train_004910,style_001715,style_002132,train,rolls/style_002132/train_004910_X.npz,rolls/style_002132/train_004910_Z.npz,rolls/style_002132/train_004910_Y.npz
train_004911,style_002034,style_001225,train,rolls/style_001225/train_004911_X.npz,rolls/style_001225/train_004911_Z.npz,rolls/style_001225/train_004911_Y.npz
train_004912,style_002097,style_001225,train,rolls/style_001225/train_004912_X.npz,rolls/style_001225/train_004912_Z.npz,rolls/style_001225/train_004912_Y.npz
train_004913,style_001897,style_002452,train,rolls/style_002452/train_004913_X.npz,rolls/style_002452/train_004913_Z.npz,rolls/style_002452/train_004913_Y.npz
train_004914,style_001780,style_002452,train,rolls/style_002452/train_004914_X.npz,rolls/style_002452/train_004914_Z.npz,rolls/style_002452/train_004914_Y.npz
train_004915,style_001437,style_000674,train,rolls/style_000674/train_004915_X.npz,rolls/style_000674/train_004915_Z.npz,rolls/style_000674/train_004915_Y.npz
train_004916,style_000779,style_000674,train,rolls/style_000674/train_004916_X.npz,rolls/style_000674/train_004916_Z.npz,rolls/style_000674/train_004916_Y.npz
train_004917,style_000158,style_001706,train,rolls/style_001706/train_004917_X.npz,rolls/style_001706/train_004917_Z.npz,rolls/style_001706/train_004917_Y.npz
train_004918,style_000837,style_001706,train,rolls/style_001706/train_004918_X.npz,rolls/style_001706/train_004918_Z.npz,rolls/style_001706/train_004918_Y.npz
train_004919,style_000768,style_002036,train,rolls/style_002036/train_004919_X.npz,rolls/style_002036/train_004919_Z.npz,rolls/style_002036/train_004919_Y.npz
train_004920,style_000583,style_002036,train,rolls/style_002036/train_004920_X.npz,rolls/style_002036/train_004920_Z.npz,rolls/style_002036/train_004920_Y.npz
train_004921,style_000125,style_000489,train,rolls/style_000489/train_004921_X.npz,rolls/style_000489/train_004921_Z.npz,rolls/style_000489/train_004921_Y.npz
train_004922,style_000933,style_000489,train,rolls/style_000489/train_004922_X.npz,rolls/style_000489/train_004922_Z.npz,rolls/style_000489/train_004922_Y.npz
train_004923,style_000185,style_001492,train,rolls/style_001492/train_004923_X.npz,rolls/style_001492/train_004923_Z.npz,rolls/style_001492/train_004923_Y.npz
train_004924,style_001981,style_001492,train,rolls/style_001492/train_004924_X.npz,rolls/style_001492/train_004924_Z.npz,rolls/style_001492/train_004924_Y.npz
train_004925,style_000354,style_000984,train,rolls/style_000984/train_004925_X.npz,rolls/style_000984/train_004925_Z.npz,rolls/style_000984/train_004925_Y.npz
train_004926,style_002628,style_000984,train,rolls/style_000984/train_004926_X.npz,rolls/style_000984/train_004926_Z.npz,rolls/style_000984/train_004926_Y.npz
train_004927,style_001794,style_001549,train,rolls/style_001549/train_004927_X.npz,rolls/style_001549/train_004927_Z.npz,rolls/style_001549/train_004927_Y.npz
train_004928,style_002353,style_001549,train,rolls/style_001549/train_004928_X.npz,rolls/style_001549/train_004928_Z.npz,rolls/style_001549/train_004928_Y.npz
train_004929,style_002661,style_001958,train,rolls/style_001958/train_004929_X.npz,rolls/style_001958/train_004929_Z.npz,rolls/style_001958/train_004929_Y.npz
train_004930,style_000527,style_001958,train,rolls/style_001958/train_004930_X.npz,rolls/style_001958/train_004930_Z.npz,rolls/style_001958/train_004930_Y.npz
train_004931,style_000485,style_000192,train,rolls/style_000192/train_004931_X.npz,rolls/style_000192/train_004931_Z.npz,rolls/style_000192/train_004931_Y.npz
train_004932,style_002641,style_000192,train,rolls/style_000192/train_004932_X.npz,rolls/style_000192/train_004932_Z.npz,rolls/style_000192/train_004932_Y.npz
train_004933,style_002233,style_001423,train,rolls/style_001423/train_004933_X.npz,rolls/style_001423/train_004933_Z.npz,rolls/style_001423/train_004933_Y.npz
train_004934,style_000049,style_001423,train,rolls/style_001423/train_004934_X.npz,rolls/style_001423/train_004934_Z.npz,rolls/style_001423/train_004934_Y.npz
train_004935,style_000534,style_000619,train,rolls/style_000619/train_004935_X.npz,rolls/style_000619/train_004935_Z.npz,rolls/style_000619/train_004935_Y.npz
train_004936,style_000645,style_000619,train,rolls/style_000619/train_004936_X.npz,rolls/style_000619/train_004936_Z.npz,rolls/style_000619/train_004936_Y.npz
train_004937,style_000661,style_000153,train,rolls/style_000153/train_004937_X.npz,rolls/style_000153/train_004937_Z.npz,rolls/style_000153/train_004937_Y.npz
train_004938,style_001439,style_000153,train,rolls/style_000153/train_004938_X.npz,rolls/style_000153/train_004938_Z.npz,rolls/style_000153/train_004938_Y.npz
train_004939,style_000521,style_000576,train,rolls/style_000576/train_004939_X.npz,rolls/style_000576/train_004939_Z.npz,rolls/style_000576/train_004939_Y.npz
train_004940,style_001167,style_000576,train,rolls/style_000576/train_004940_X.npz,rolls/style_000576/train_004940_Z.npz,rolls/style_000576/train_004940_Y.npz
train_004941,style_002025,style_002243,train,rolls/style_002243/train_004941_X.npz,rolls/style_002243/train_004941_Z.npz,rolls/style_002243/train_004941_Y.npz
train_004942,style_001884,style_002243,train,rolls/style_002243/train_004942_X.npz,rolls/style_002243/train_004942_Z.npz,rolls/style_002243/train_004942_Y.npz
train_004943,style_001082,style_000473,train,rolls/style_000473/train_004943_X.npz,rolls/style_000473/train_004943_Z.npz,rolls/style_000473/train_004943_Y.npz
train_004944,style_000903,style_000473,train,rolls/style_000473/train_004944_X.npz,rolls/style_000473/train_004944_Z.npz,rolls/style_000473/train_004944_Y.npz
train_004945,style_001887,style_001938,train,rolls/style_001938/train_004945_X.npz,rolls/style_001938/train_004945_Z.npz,rolls/style_001938/train_004945_Y.npz
train_004946,style_002630,style_001938,train,rolls/style_001938/train_004946_X.npz,rolls/style_001938/train_004946_Z.npz,rolls/style_001938/train_004946_Y.npz
train_004947,style_000974,style_002175,train,rolls/style_002175/train_004947_X.npz,rolls/style_002175/train_004947_Z.npz,rolls/style_002175/train_004947_Y.npz
train_004948,style_000009,style_002175,train,rolls/style_002175/train_004948_X.npz,rolls/style_002175/train_004948_Z.npz,rolls/style_002175/train_004948_Y.npz
train_004949,style_002832,style_000430,train,rolls/style_000430/train_004949_X.npz,rolls/style_000430/train_004949_Z.npz,rolls/style_000430/train_004949_Y.npz
train_004950,style_001106,style_000430,train,rolls/style_000430/train_004950_X.npz,rolls/style_000430/train_004950_Z.npz,rolls/style_000430/train_004950_Y.npz
train_004951,style_001325,style_001306,train,rolls/style_001306/train_004951_X.npz,rolls/style_001306/train_004951_Z.npz,rolls/style_001306/train_004951_Y.npz
train_004952,style_002116,style_001306,train,rolls/style_001306/train_004952_X.npz,rolls/style_001306/train_004952_Z.npz,rolls/style_001306/train_004952_Y.npz
train_004953,style_000594,style_002279,train,rolls/style_002279/train_004953_X.npz,rolls/style_002279/train_004953_Z.npz,rolls/style_002279/train_004953_Y.npz
train_004954,style_001207,style_002279,train,rolls/style_002279/train_004954_X.npz,rolls/style_002279/train_004954_Z.npz,rolls/style_002279/train_004954_Y.npz
train_004955,style_002552,style_000698,train,rolls/style_000698/train_004955_X.npz,rolls/style_000698/train_004955_Z.npz,rolls/style_000698/train_004955_Y.npz
train_004956,style_000237,style_000698,train,rolls/style_000698/train_004956_X.npz,rolls/style_000698/train_004956_Z.npz,rolls/style_000698/train_004956_Y.npz
train_004957,style_002616,style_001750,train,rolls/style_001750/train_004957_X.npz,rolls/style_001750/train_004957_Z.npz,rolls/style_001750/train_004957_Y.npz
train_004958,style_002550,style_001750,train,rolls/style_001750/train_004958_X.npz,rolls/style_001750/train_004958_Z.npz,rolls/style_001750/train_004958_Y.npz
train_004959,style_002170,style_002497,train,rolls/style_002497/train_004959_X.npz,rolls/style_002497/train_004959_Z.npz,rolls/style_002497/train_004959_Y.npz
train_004960,style_000972,style_002497,train,rolls/style_002497/train_004960_X.npz,rolls/style_002497/train_004960_Z.npz,rolls/style_002497/train_004960_Y.npz
train_004961,style_000289,style_001847,train,rolls/style_001847/train_004961_X.npz,rolls/style_001847/train_004961_Z.npz,rolls/style_001847/train_004961_Y.npz
train_004962,style_000701,style_001847,train,rolls/style_001847/train_004962_X.npz,rolls/style_001847/train_004962_Z.npz,rolls/style_001847/train_004962_Y.npz
train_004963,style_000726,style_001838,train,rolls/style_001838/train_004963_X.npz,rolls/style_001838/train_004963_Z.npz,rolls/style_001838/train_004963_Y.npz
train_004964,style_001264,style_001838,train,rolls/style_001838/train_004964_X.npz,rolls/style_001838/train_004964_Z.npz,rolls/style_001838/train_004964_Y.npz
train_004965,style_001957,style_001741,train,rolls/style_001741/train_004965_X.npz,rolls/style_001741/train_004965_Z.npz,rolls/style_001741/train_004965_Y.npz
train_004966,style_000217,style_001741,train,rolls/style_001741/train_004966_X.npz,rolls/style_001741/train_004966_Z.npz,rolls/style_001741/train_004966_Y.npz
train_004967,style_001790,style_002676,train,rolls/style_002676/train_004967_X.npz,rolls/style_002676/train_004967_Z.npz,rolls/style_002676/train_004967_Y.npz
train_004968,style_001290,style_002676,train,rolls/style_002676/train_004968_X.npz,rolls/style_002676/train_004968_Z.npz,rolls/style_002676/train_004968_Y.npz
train_004969,style_001651,style_000329,train,rolls/style_000329/train_004969_X.npz,rolls/style_000329/train_004969_Z.npz,rolls/style_000329/train_004969_Y.npz
train_004970,style_000624,style_000329,train,rolls/style_000329/train_004970_X.npz,rolls/style_000329/train_004970_Z.npz,rolls/style_000329/train_004970_Y.npz
train_004971,style_001034,style_001455,train,rolls/style_001455/train_004971_X.npz,rolls/style_001455/train_004971_Z.npz,rolls/style_001455/train_004971_Y.npz
train_004972,style_002557,style_001455,train,rolls/style_001455/train_004972_X.npz,rolls/style_001455/train_004972_Z.npz,rolls/style_001455/train_004972_Y.npz
train_004973,style_001693,style_000502,train,rolls/style_000502/train_004973_X.npz,rolls/style_000502/train_004973_Z.npz,rolls/style_000502/train_004973_Y.npz
train_004974,style_001718,style_000502,train,rolls/style_000502/train_004974_X.npz,rolls/style_000502/train_004974_Z.npz,rolls/style_000502/train_004974_Y.npz
train_004975,style_002434,style_002373,train,rolls/style_002373/train_004975_X.npz,rolls/style_002373/train_004975_Z.npz,rolls/style_002373/train_004975_Y.npz
train_004976,style_001594,style_002373,train,rolls/style_002373/train_004976_X.npz,rolls/style_002373/train_004976_Z.npz,rolls/style_002373/train_004976_Y.npz
train_004977,style_002675,style_001485,train,rolls/style_001485/train_004977_X.npz,rolls/style_001485/train_004977_Z.npz,rolls/style_001485/train_004977_Y.npz
train_004978,style_002320,style_001485,train,rolls/style_001485/train_004978_X.npz,rolls/style_001485/train_004978_Z.npz,rolls/style_001485/train_004978_Y.npz
train_004979,style_002734,style_001493,train,rolls/style_001493/train_004979_X.npz,rolls/style_001493/train_004979_Z.npz,rolls/style_001493/train_004979_Y.npz
train_004980,style_001884,style_001493,train,rolls/style_001493/train_004980_X.npz,rolls/style_001493/train_004980_Z.npz,rolls/style_001493/train_004980_Y.npz
train_004981,style_001700,style_001545,train,rolls/style_001545/train_004981_X.npz,rolls/style_001545/train_004981_Z.npz,rolls/style_001545/train_004981_Y.npz
train_004982,style_000666,style_001545,train,rolls/style_001545/train_004982_X.npz,rolls/style_001545/train_004982_Z.npz,rolls/style_001545/train_004982_Y.npz
train_004983,style_000090,style_000381,train,rolls/style_000381/train_004983_X.npz,rolls/style_000381/train_004983_Z.npz,rolls/style_000381/train_004983_Y.npz
train_004984,style_001055,style_000381,train,rolls/style_000381/train_004984_X.npz,rolls/style_000381/train_004984_Z.npz,rolls/style_000381/train_004984_Y.npz
train_004985,style_000138,style_001799,train,rolls/style_001799/train_004985_X.npz,rolls/style_001799/train_004985_Z.npz,rolls/style_001799/train_004985_Y.npz
train_004986,style_001429,style_001799,train,rolls/style_001799/train_004986_X.npz,rolls/style_001799/train_004986_Z.npz,rolls/style_001799/train_004986_Y.npz
train_004987,style_000156,style_000761,train,rolls/style_000761/train_004987_X.npz,rolls/style_000761/train_004987_Z.npz,rolls/style_000761/train_004987_Y.npz
train_004988,style_000670,style_000761,train,rolls/style_000761/train_004988_X.npz,rolls/style_000761/train_004988_Z.npz,rolls/style_000761/train_004988_Y.npz
train_004989,style_001676,style_000586,train,rolls/style_000586/train_004989_X.npz,rolls/style_000586/train_004989_Z.npz,rolls/style_000586/train_004989_Y.npz
train_004990,style_002319,style_000586,train,rolls/style_000586/train_004990_X.npz,rolls/style_000586/train_004990_Z.npz,rolls/style_000586/train_004990_Y.npz
train_004991,style_002042,style_001414,train,rolls/style_001414/train_004991_X.npz,rolls/style_001414/train_004991_Z.npz,rolls/style_001414/train_004991_Y.npz
train_004992,style_002672,style_001414,train,rolls/style_001414/train_004992_X.npz,rolls/style_001414/train_004992_Z.npz,rolls/style_001414/train_004992_Y.npz
train_004993,style_000421,style_001922,train,rolls/style_001922/train_004993_X.npz,rolls/style_001922/train_004993_Z.npz,rolls/style_001922/train_004993_Y.npz
train_004994,style_001389,style_001922,train,rolls/style_001922/train_004994_X.npz,rolls/style_001922/train_004994_Z.npz,rolls/style_001922/train_004994_Y.npz
train_004995,style_001649,style_002334,train,rolls/style_002334/train_004995_X.npz,rolls/style_002334/train_004995_Z.npz,rolls/style_002334/train_004995_Y.npz
train_004996,style_001229,style_002334,train,rolls/style_002334/train_004996_X.npz,rolls/style_002334/train_004996_Z.npz,rolls/style_002334/train_004996_Y.npz
train_004997,style_002654,style_001757,train,rolls/style_001757/train_004997_X.npz,rolls/style_001757/train_004997_Z.npz,rolls/style_001757/train_004997_Y.npz
train_004998,style_000050,style_001757,train,rolls/style_001757/train_004998_X.npz,rolls/style_001757/train_004998_Z.npz,rolls/style_001757/train_004998_Y.npz
train_004999,style_001339,style_000205,train,rolls/style_000205/train_004999_X.npz,rolls/style_000205/train_004999_Z.npz,rolls/style_000205/train_004999_Y.npz
train_005000,style_001017,style_000205,train,rolls/style_000205/train_005000_X.npz,rolls/style_000205/train_005000_Z.npz,rolls/style_000205/train_005000_Y.npz
train_005001,style_002039,style_000046,train,rolls/style_000046/train_005001_X.npz,rolls/style_000046/train_005001_Z.npz,rolls/style_000046/train_005001_Y.npz
train_005002,style_002519,style_000046,train,rolls/style_000046/train_005002_X.npz,rolls/style_000046/train_005002_Z.npz,rolls/style_000046/train_005002_Y.npz
train_005003,style_000359,style_001957,train,rolls/style_001957/train_005003_X.npz,rolls/style_001957/train_005003_Z.npz,rolls/style_001957/train_005003_Y.npz
train_005004,style_001457,style_001957,train,rolls/style_001957/train_005004_X.npz,rolls/style_001957/train_005004_Z.npz,rolls/style_001957/train_005004_Y.npz
train_005005,style_002239,style_000933,train,rolls/style_000933/train_005005_X.npz,rolls/style_000933/train_005005_Z.npz,rolls/style_000933/train_005005_Y.npz
train_005006,style_000500,style_000933,train,rolls/style_000933/train_005006_X.npz,rolls/style_000933/train_005006_Z.npz,rolls/style_000933/train_005006_Y.npz
train_005007,style_002101,style_001154,train,rolls/style_001154/train_005007_X.npz,rolls/style_001154/train_005007_Z.npz,rolls/style_001154/train_005007_Y.npz
train_005008,style_000405,style_001154,train,rolls/style_001154/train_005008_X.npz,rolls/style_001154/train_005008_Z.npz,rolls/style_001154/train_005008_Y.npz
train_005009,style_001223,style_001792,train,rolls/style_001792/train_005009_X.npz,rolls/style_001792/train_005009_Z.npz,rolls/style_001792/train_005009_Y.npz
train_005010,style_001333,style_001792,train,rolls/style_001792/train_005010_X.npz,rolls/style_001792/train_005010_Z.npz,rolls/style_001792/train_005010_Y.npz
train_005011,style_000478,style_000022,train,rolls/style_000022/train_005011_X.npz,rolls/style_000022/train_005011_Z.npz,rolls/style_000022/train_005011_Y.npz
train_005012,style_000053,style_000022,train,rolls/style_000022/train_005012_X.npz,rolls/style_000022/train_005012_Z.npz,rolls/style_000022/train_005012_Y.npz
train_005013,style_002544,style_001039,train,rolls/style_001039/train_005013_X.npz,rolls/style_001039/train_005013_Z.npz,rolls/style_001039/train_005013_Y.npz
train_005014,style_002072,style_001039,train,rolls/style_001039/train_005014_X.npz,rolls/style_001039/train_005014_Z.npz,rolls/style_001039/train_005014_Y.npz
train_005015,style_001180,style_000359,train,rolls/style_000359/train_005015_X.npz,rolls/style_000359/train_005015_Z.npz,rolls/style_000359/train_005015_Y.npz
train_005016,style_002661,style_000359,train,rolls/style_000359/train_005016_X.npz,rolls/style_000359/train_005016_Z.npz,rolls/style_000359/train_005016_Y.npz
train_005017,style_002521,style_000288,train,rolls/style_000288/train_005017_X.npz,rolls/style_000288/train_005017_Z.npz,rolls/style_000288/train_005017_Y.npz
train_005018,style_000573,style_000288,train,rolls/style_000288/train_005018_X.npz,rolls/style_000288/train_005018_Z.npz,rolls/style_000288/train_005018_Y.npz
train_005019,style_001068,style_002788,train,rolls/style_002788/train_005019_X.npz,rolls/style_002788/train_005019_Z.npz,rolls/style_002788/train_005019_Y.npz
train_005020,style_002294,style_002788,train,rolls/style_002788/train_005020_X.npz,rolls/style_002788/train_005020_Z.npz,rolls/style_002788/train_005020_Y.npz
train_005021,style_002763,style_000771,train,rolls/style_000771/train_005021_X.npz,rolls/style_000771/train_005021_Z.npz,rolls/style_000771/train_005021_Y.npz
train_005022,style_001240,style_000771,train,rolls/style_000771/train_005022_X.npz,rolls/style_000771/train_005022_Z.npz,rolls/style_000771/train_005022_Y.npz
train_005023,style_000029,style_000676,train,rolls/style_000676/train_005023_X.npz,rolls/style_000676/train_005023_Z.npz,rolls/style_000676/train_005023_Y.npz
